CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
228,Female,56,20,27
229,Male,45,21,49
230,Male,44,23,50
231,Female,34,23,46
232,Male,78,21,10
233,Female,56,21,2
234,Male,67,23,6
235,Female,45,24,36
236,Male,68,25,49
237,Female,79,23,17
238,Female,69,25,59
239,Male,59,24,69
240,Female,39,24,89
241,Male,38,24,79
242,Male,23,25,5
243,Female,45,25,67
244,Female,66,25,4
245,Female,33,28,56
246,Female,89,28,41
247,Female,34,29,45
248,Female,56,30,29
249,Female,33,33,20
250,Male,65,29,8
251,Male,43,29,38
252,Female,34,29,27
253,Female,32,28,14
254,Female,45,28,19
255,Female,78,30,50
256,Female,56,30,39
257,Female,43,30,58
258,Female,67,33,67
259,Female,43,37,59
260,Male,77,34,89
261,Female,67,37,90
262,Male,54,37,99
263,Female,23,34,94
264,Male,56,34,67
265,Female,35,34,35
266,Male,32,33,47
267,Female,77,33,21
268,Male,54,37,14
269,Male,67,37,2
270,Male,66,38,4
271,Female,21,39,9
272,Female,22,38,5
273,Male,23,38,33
274,Male,24,38,45
275,Female,25,39,67
276,Female,26,40,55
277,Male,27,40,79
278,Female,28,40,74
279,Male,21,49,99
280,Female,76,40,94
281,Female,56,39,15
282,Female,45,39,13
283,Male,34,42,16
284,Male,78,43,11
285,Female,54,42,10
286,Male,78,42,48
287,Female,49,42,37
288,Female,46,44,69
289,Male,78,44,56
290,Male,55,44,43
291,Male,75,44,97
292,Female,78,46,56
293,Female,65,46,78
294,Male,54,43,25
295,Female,45,43,37
296,Female,54,43,56
297,Female,55,46,89
298,Female,66,46,67
299,Female,54,47,10
300,Male,57,48,78
301,Male,54,48,58
302,Female,78,47,39
303,Female,64,46,2
304,Male,46,46,78
305,Female,89,47,39
306,Female,44,47,78
307,Male,34,48,90
308,Male,54,49,49
309,Female,42,49,28
310,Female,43,49,47
311,Male,57,48,25
312,Male,78,48,67
313,Male,56,50,78
314,Female,67,54,39
315,Female,56,57,12
316,Male,45,50,14
317,Male,34,50,23
318,Male,23,50,35
319,Male,29,54,46
320,Female,28,57,57
321,Female,56,57,68
322,Male,57,54,79
323,Female,85,54,80
324,Female,46,57,91
325,Female,78,57,13
326,Female,45,50,24
327,Female,34,54,33
328,Female,65,57,48
329,Male,23,58,57
330,Female,25,59,62
331,Female,27,60,59
332,Male,45,60,70
333,Female,60,60,79
334,Female,77,60,10
335,Male,30,59,4
336,Male,56,59,8
337,Male,45,58,57
338,Male,45,58,90
339,Male,77,58,46
340,Male,43,59,55
341,Female,60,59,78
342,Female,34,57,57
343,Male,36,50,10
344,Female,75,49,47
345,Female,25,57,39
346,Male,47,48,20
347,Male,49,46,30
348,Female,40,57,48
349,Female,12,34,46
350,Male,64,37,88
351,Female,43,30,74
352,Female,78,40,48
353,Male,45,61,39
354,Male,35,62,20
355,Male,78,63,22
356,Female,54,61,90
357,Female,34,61,38
358,Male,32,61,29
359,Male,78,63,48
360,Male,54,63,18
361,Female,43,62,11
362,Female,77,62,14
363,Female,89,63,27
364,Female,85,64,53
365,Male,67,65,46
366,Female,55,66,25
367,Male,45,67,3
368,Female,45,69,5
369,Female,59,70,38
370,Female,70,63,63
371,Male,60,69,22
372,Female,65,67,18
373,Male,44,65,37
374,Female,34,70,28
375,Male,68,70,94
376,Female,56,70,70
377,Female,64,65,59
378,Male,56,64,78
379,Male,90,63,10
380,Male,75,62,11
381,Male,54,69,35
382,Male,78,67,57
383,Female,54,65,69
384,Female,44,69,29
385,Male,34,64,20
386,Male,87,70,18
387,Male,54,71,73
388,Male,45,72,11
389,Female,33,73,49
390,Female,45,74,70
391,Male,45,75,70
392,Female,32,76,49
393,Female,67,76,28
394,Male,32,76,56
395,Female,67,76,3
396,Male,33,76,87
397,Female,78,74,67
398,Female,64,74,89
399,Female,43,75,12
400,Female,56,76,22
401,Male,34,74,57
402,Female,32,73,66
403,Female,12,73,34
404,Female,67,72,77
405,Female,76,72,34
406,Male,65,73,89
407,Male,56,71,67
408,Male,78,71,4
409,Female,76,72,8
410,Female,34,74,79
411,Female,45,73,11
412,Female,43,72,73
413,Male,79,71,45
414,Male,54,71,79
415,Male,43,71,90
416,Male,32,75,94
417,Male,65,75,99
418,Male,43,75,100
419,Female,43,76,67
420,Female,32,76,89
421,Female,67,77,36
422,Female,44,78,57
423,Female,32,79,38
424,Female,78,81,28
425,Male,66,81,79
426,Female,65,79,67
427,Male,43,79,23
428,Female,56,78,34
429,Female,54,79,60
430,Female,87,81,13
431,Male,54,81,67
432,Male,43,81,10
433,Female,76,78,45
434,Male,54,77,78
435,Male,45,78,44
436,Female,55,78,99
437,Male,64,78,68
438,Male,88,77,26
439,Female,65,77,90
440,Male,54,79,49
441,Female,43,81,34
442,Male,34,81,99
443,Female,67,79,56
444,Male,56,79,35
445,Female,54,81,8
446,Female,43,85,78
447,Male,57,85,89
448,Female,53,87,34
449,Male,33,88,67
450,Male,75,93,56
451,Female,76,97,79
452,Female,77,97,67
453,Female,65,87,3
454,Female,56,85,57
455,Female,67,87,89
456,Female,65,85,23
457,Female,43,97,89
458,Male,68,97,89
459,Male,65,81,24
460,Female,75,81,13
461,Female,56,88,35
462,Female,43,88,89
463,Female,34,93,46
464,Female,33,93,89
465,Female,58,81,13
466,Female,67,85,12
467,Female,65,85,89
468,Male,56,81,54
469,Female,56,93,43
470,Male,65,93,22
471,Female,46,97,98
472,Male,58,98,45
473,Female,76,99,77
474,Male,54,101,69
475,Female,44,97,54
476,Male,33,98,27
477,Male,57,98,67
478,Male,64,97,88
479,Female,57,101,45
480,Female,65,101,78
481,Male,45,97,34
482,Male,43,99,68
483,Female,68,98,12
484,Female,65,97,87
485,Male,45,101,68
486,Female,87,101,89
487,Male,65,101,89
488,Female,45,101,23
489,Female,78,88,80
490,Female,58,81,57
491,Male,98,85,23
492,Male,65,85,89
493,Female,54,85,89
494,Male,44,81,34
495,Female,43,81,67
496,Female,89,81,89
497,Male,65,87,45
498,Male,54,87,90
499,Male,86,87,35
500,Female,54,88,79
501,Female,70,88,90
502,Male,45,93,24
503,Female,65,103,78
504,Female,34,103,34
505,Female,23,103,65
506,Female,65,101,87
507,Female,43,101,23
508,Male,32,113,45
509,Male,76,113,66
510,Female,54,120,24
511,Female,23,120,78
512,Male,55,101,98
513,Female,43,103,65
514,Female,56,113,43
515,Male,54,120,56
516,Male,32,120,89
517,Female,78,120,67
518,Female,76,113,43
519,Male,54,113,56
520,Male,45,126,55
521,Male,43,137,87
522,Female,76,137,98
523,Female,87,137,36
524,Male,54,137,57
525,Male,34,126,89
526,Male,67,126,34
527,Male,87,126,78
528,Female,54,103,64
529,Female,33,103,73
530,Male,55,103,84
531,Female,76,15,89
532,Female,54,15,65
533,Female,33,16,55
534,Female,67,16,77
535,Female,43,17,89
536,Female,87,17,90
537,Male,65,18,50
538,Female,54,18,30
539,Female,43,19,54
540,Male,43,19,43
541,Female,68,19,37
542,Female,53,19,92
543,Male,67,20,95
544,Male,54,20,60
545,Male,43,20,97
546,Male,68,20,64
547,Male,65,21,66
548,Male,43,21,77
549,Female,32,23,89
550,Female,67,23,54
551,Male,43,24,78
552,Female,75,24,98
553,Female,43,25,77
554,Male,32,25,66
555,Male,35,28,44
556,Female,87,28,56
557,Female,54,28,78
558,Male,78,28,87
559,Female,45,29,73
560,Female,56,29,65
561,Male,67,30,68
562,Male,78,30,93
563,Male,45,33,48
564,Female,35,33,54
565,Female,78,33,97
566,Male,56,33,72
567,Male,67,34,84
568,Male,23,34,42
569,Female,45,37,33
570,Female,34,37,40
571,Female,56,38,31
572,Female,67,38,56
573,Male,44,39,62
574,Female,45,39,36
575,Male,56,39,49
576,Female,76,39,57
577,Female,56,40,38
578,Female,57,40,96
579,Male,56,40,43
580,Female,68,40,56
581,Male,34,42,76
582,Female,56,42,65
583,Male,67,43,54
584,Female,56,43,78
585,Female,67,43,65
586,Male,56,43,72
587,Male,78,44,48
588,Male,46,44,77
589,Male,56,46,82
590,Male,78,46,42
591,Female,35,46,63
592,Female,67,46,54
593,Male,78,47,91
594,Male,68,47,29
595,Male,89,48,33
596,Male,56,48,11
597,Female,68,48,91
598,Female,87,48,52
599,Male,56,48,45
600,Female,35,48,59
601,Female,67,49,72
602,Male,68,49,94
603,Female,76,50,75
604,Male,78,50,39
605,Female,80,54,48
606,Female,40,54,62
607,Female,58,54,92
608,Female,24,54,46
609,Male,45,54,49
610,Female,56,54,64
611,Female,79,54,60
612,Female,56,54,83
613,Female,78,54,74
614,Male,34,54,36
615,Male,54,54,67
616,Male,56,54,89
617,Female,67,57,84
618,Female,67,57,59
619,Female,45,58,66
620,Female,69,58,80
621,Male,24,59,73
622,Male,56,59,60
623,Male,45,60,83
624,Male,56,60,87
625,Male,57,60,79
626,Male,24,60,45
627,Female,45,60,67
628,Female,67,60,89
629,Female,67,61,25
630,Female,78,61,54
631,Female,56,62,56
632,Female,45,62,75
633,Male,68,62,74
634,Female,67,62,59
635,Male,60,62,60
636,Female,56,62,59
637,Female,45,63,63
638,Female,67,63,50
639,Male,68,63,73
640,Male,68,63,59
641,Female,57,63,43
642,Male,68,63,67
643,Male,68,64,83
644,Female,34,64,45
645,Male,45,65,69
646,Male,89,65,58
647,Female,56,65,79
648,Male,57,65,83
649,Female,67,67,45
650,Male,67,67,67
651,Female,34,67,88
652,Male,68,67,99
653,Female,78,69,36
654,Female,70,69,78
655,Male,45,70,56
656,Female,56,70,44
657,Male,67,71,44
658,Male,67,71,56
659,Female,34,71,86
660,Female,56,71,89
661,Female,45,71,90
662,Female,77,71,54
663,Female,55,72,43
664,Female,67,72,78
665,Female,78,73,46
666,Male,45,73,67
667,Male,67,73,67
668,Female,47,73,34
669,Female,56,74,35
670,Female,67,74,33
671,Female,43,75,67
672,Female,43,75,55
673,Female,45,76,65
674,Female,47,76,67
675,Female,54,77,78
676,Male,35,77,65
677,Female,77,77,54
678,Male,54,77,43
679,Female,43,78,6
680,Male,67,78,45
681,Female,43,78,75
682,Male,66,78,32
683,Female,54,78,65
684,Male,76,78,87
685,Male,43,78,32
686,Male,65,78,77
687,Female,78,78,43
688,Female,56,78,2
689,Male,34,78,54
690,Male,56,78,90
691,Female,67,79,65
692,Female,78,79,3
693,Male,35,81,76
694,Female,46,81,43
695,Male,68,85,23
696,Female,67,85,67
697,Female,47,86,89
698,Female,30,86,53
699,Male,44,87,89
700,Male,56,87,34
701,Female,59,87,57
702,Male,34,87,1
703,Female,45,87,78
704,Female,57,87,65
705,Male,67,88,89
706,Male,78,88,75
707,Male,30,88,76
708,Female,68,88,54
709,Female,44,93,33
710,Male,66,93,65
711,Female,78,97,88
712,Female,76,97,76
713,Female,40,98,43
714,Female,50,98,32
715,Female,36,99,75
716,Male,69,99,86
717,Male,56,101,56
718,Female,68,101,89
719,Female,58,103,55
720,Male,47,103,43
721,Female,39,103,33
722,Female,40,103,76
723,Male,38,113,43
724,Male,40,113,87
725,Female,68,120,54
726,Female,59,120,76
727,Male,67,126,43
728,Male,58,126,75
729,Male,40,137,68
730,Female,78,137,90
731,Female,45,126,87
732,Male,56,126,65
733,Male,57,126,3
734,Male,78,113,24
735,Male,67,113,56
736,Female,34,103,4
737,Female,34,120,67
738,Male,54,113,6
739,Female,65,103,78
740,Female,75,137,54
741,Female,78,137,33
742,Female,77,101,87
743,Female,45,101,99
744,Female,49,15,76
745,Male,43,15,54
746,Female,68,15,32
747,Female,90,15,4
748,Male,87,16,65
749,Female,43,16,87
750,Female,54,16,12
751,Male,33,17,34
752,Male,45,18,55
753,Male,67,18,78
754,Male,54,19,64
755,Male,45,19,78
756,Male,34,19,67
757,Female,34,20,5
758,Female,55,20,78
759,Male,67,21,75
760,Female,87,23,54
761,Female,54,23,43
762,Male,43,21,34
763,Male,87,21,3
764,Female,55,23,8
765,Female,43,24,66
766,Male,78,25,90
767,Female,65,23,90
768,Female,43,25,65
769,Male,89,24,43
770,Male,76,24,67
771,Male,65,24,54
772,Female,43,25,65
773,Female,76,25,43
774,Male,87,25,68
775,Male,55,28,34
776,Male,64,28,32
777,Female,78,29,56
778,Female,77,30,46
779,Female,54,33,78
780,Female,34,29,65
781,Male,65,29,3
782,Female,47,29,57
783,Male,50,28,80
784,Female,50,28,87
785,Female,54,30,67
786,Female,45,30,6
787,Male,33,30,54
788,Female,77,33,43
789,Male,42,37,34
790,Female,78,34,89
791,Male,43,37,78
792,Female,66,37,65
793,Female,32,34,87
794,Male,57,34,6
795,Male,54,34,65
796,Male,67,33,54
797,Male,33,33,77
798,Male,67,37,56
799,Female,55,37,54
800,Female,67,38,43
801,Male,69,39,77
802,Male,45,38,65
803,Male,45,38,89
804,Male,43,38,76
805,Female,65,39,54
806,Female,32,40,44
807,Male,54,40,32
808,Female,33,40,67
809,Female,32,49,54
810,Male,54,40,78
811,Female,54,39,77
812,Male,32,39,53
813,Female,56,42,67
814,Female,43,43,43
815,Female,65,42,33
816,Female,43,42,32
817,Male,34,42,6
818,Female,56,44,4
819,Female,44,44,7
820,Female,66,44,88
821,Female,43,44,60
822,Male,65,46,43
823,Male,40,46,23
824,Male,56,43,24
825,Female,45,43,12
826,Female,34,43,42
827,Female,34,46,42
828,Female,24,46,11
829,Male,34,47,45
830,Male,67,48,79
831,Male,88,48,90
832,Male,57,47,86
833,Female,87,46,65
834,Male,77,46,100
835,Female,67,47,57
836,Female,50,47,43
837,Female,55,48,45
838,Female,57,49,43
839,Female,87,49,57
840,Female,66,49,43
841,Male,46,48,89
842,Female,56,48,65
843,Male,34,50,43
844,Female,54,54,65
845,Female,67,57,43
846,Female,54,50,56
847,Male,33,50,43
848,Male,43,50,38
849,Female,65,54,23
850,Male,44,57,54
851,Male,65,57,33
852,Female,67,54,79
853,Male,35,54,54
854,Male,33,57,35
855,Female,87,57,32
856,Male,65,50,4
857,Female,43,54,86
858,Male,56,57,87
859,Female,64,58,65
860,Male,40,59,53
861,Female,56,60,4
862,Female,64,60,78
863,Male,78,60,75
864,Female,65,60,54
865,Male,43,59,33
866,Male,54,59,43
867,Female,54,58,43
868,Female,32,58,45
869,Female,43,58,43
870,Female,67,59,89
871,Female,64,59,86
872,Female,43,57,45
873,Female,23,50,54
874,Male,34,49,78
875,Male,56,57,26
876,Female,88,48,45
877,Female,54,46,15
878,Female,78,57,34
879,Female,67,34,67
880,Female,54,37,53
881,Female,78,30,42
882,Female,43,40,13
883,Female,56,61,56
884,Male,88,62,76
885,Female,54,63,53
886,Male,56,61,1
887,Female,54,61,67
888,Male,67,61,44
889,Female,54,63,79
890,Male,78,63,6
891,Female,88,62,24
892,Male,54,62,55
893,Male,47,63,4
894,Male,68,64,67
895,Female,87,65,6
896,Female,87,86,90
897,Male,53,67,57
898,Male,56,69,65
899,Female,56,70,34
900,Female,86,63,23
901,Male,54,69,54
902,Female,67,67,23
903,Male,43,65,23
904,Female,65,70,78
905,Female,43,70,76
906,Female,46,70,54
907,Male,78,65,78
908,Male,55,64,65
909,Female,75,63,55
910,Male,75,62,78
911,Female,87,69,64
912,Female,43,86,88
913,Male,67,65,54
914,Male,55,69,43
915,Male,42,64,68
916,Female,43,70,54
917,Female,58,71,99
918,Male,67,72,64
919,Female,55,73,43
920,Female,43,74,67
921,Female,68,75,54
922,Female,53,76,65
923,Female,56,76,90
924,Male,33,76,65
925,Male,56,76,53
926,Female,89,76,86
927,Female,76,74,34
928,Male,55,74,36
929,Female,43,75,56
930,Female,76,76,53
931,Male,54,74,78
932,Male,56,73,65
933,Female,89,73,43
934,Female,65,72,66
935,Male,43,72,44
936,Male,57,73,32
937,Male,55,71,56
938,Female,43,71,43
939,Female,57,72,42
940,Male,54,74,56
941,Male,78,73,68
942,Male,65,72,89
943,Male,44,71,65
944,Female,56,71,32
945,Female,54,71,54
946,Male,68,75,24
947,Female,54,75,57
948,Female,78,75,54
949,Female,65,76,66
950,Female,44,76,43
951,Female,79,77,78
952,Female,76,78,90
953,Male,54,79,55
954,Female,43,81,67
955,Female,32,81,54
956,Male,56,79,3
957,Female,54,79,24
958,Female,32,78,35
959,Male,44,79,6
960,Male,39,81,44
961,Male,68,81,58
962,Male,89,81,85
963,Male,66,78,67
964,Male,89,77,78
965,Female,78,78,64
966,Female,67,78,43
967,Male,57,78,45
968,Female,54,77,43
969,Female,64,77,79
970,Male,67,79,43
971,Male,65,81,34
972,Female,78,81,67
973,Female,55,79,44
974,Male,43,79,45
975,Female,68,81,43
976,Female,66,85,79
977,Male,38,85,8
978,Male,45,87,5
979,Male,67,88,36
980,Female,45,93,57
981,Female,54,97,68
982,Male,67,97,66
983,Male,43,87,44
984,Male,67,85,64
985,Female,54,87,43
986,Female,75,85,67
987,Female,76,97,57
988,Female,43,97,7
989,Male,66,81,5
990,Female,44,81,43
991,Male,56,88,78
992,Female,75,88,65
993,Female,44,93,43
994,Female,43,93,78
995,Male,56,81,54
996,Female,76,85,43
997,Male,45,85,32
998,Female,65,81,77
999,Male,43,93,54
1000,Female,55,93,35
1001,Female,67,97,68
1002,Male,54,98,32
1003,Male,32,99,8
1004,Male,32,101,87
1005,Male,54,97,66
1006,Male,36,98,88
1007,Female,46,98,55
1008,Female,32,97,89
1009,Male,21,101,44
1010,Male,34,101,43
1011,Male,34,97,67
1012,Male,55,99,54
1013,Female,32,98,67
1014,Female,23,97,44
1015,Male,56,101,67
1016,Female,54,101,56
1017,Female,65,101,44
1018,Male,33,101,43
1019,Female,54,88,68
1020,Male,43,81,99
1021,Female,66,85,76
1022,Female,53,85,65
1023,Female,65,85,54
1024,Female,34,81,43
1025,Male,50,81,34
1026,Female,43,81,77
1027,Female,56,87,88
1028,Female,45,87,54
1029,Female,43,87,34
1030,Male,56,88,23
1031,Male,53,88,44
1032,Male,34,93,22
1033,Female,56,103,45
1034,Female,54,103,78
1035,Female,76,103,56
1036,Female,54,101,78
1037,Male,34,101,9
1038,Male,56,113,98
1039,Male,54,113,10
1040,Male,56,120,5
1041,Female,43,120,57
1042,Male,54,101,45
1043,Female,54,103,34
1044,Male,66,113,90
1045,Female,64,120,35
1046,Female,43,120,89
1047,Female,67,120,24
1048,Male,64,113,78
1049,Male,77,113,39
1050,Male,45,126,81
1051,Male,34,137,6
1052,Female,34,137,77
1053,Male,67,137,40
1054,Female,54,137,76
1055,Female,65,126,6
1056,Female,43,126,94
1057,Male,75,126,3
1058,Male,35,103,72
1059,Female,43,103,14
1060,Male,65,103,99
1061,Male,54,113,15
1062,Female,43,113,77
1063,Female,75,120,13
1064,Male,75,120,79
1065,Female,54,126,35
1066,Female,35,126,66
1067,Female,45,137,29
1068,Female,34,137,98
1069,Male,33,101,35
1070,Male,64,103,73
1071,Male,23,103,5
1072,Female,43,137,73
1073,Female,45,126,14
1074,Female,53,120,82
1075,Female,55,120,32
1076,Female,54,15,61
1077,Female,76,16,31
1078,Female,54,17,87
1079,Female,43,15,4
1080,Male,75,16,73
1081,Female,54,17,4
1082,Female,54,15,92
1083,Male,54,16,14
1084,Female,34,17,81
1085,Female,67,18,17
1086,Male,53,19,73
1087,Male,64,20,26
1088,Male,46,18,75
1089,Male,75,19,35
1090,Male,45,20,92
1091,Male,67,18,36
1092,Female,65,19,61
1093,Female,86,20,28
1094,Male,54,21,65
1095,Female,33,23,55
1096,Female,30,24,47
1097,Male,76,21,42
1098,Male,78,23,42
1099,Female,64,24,52
1100,Female,32,21,60
1101,Male,54,23,54
1102,Female,54,24,60
1103,Female,76,25,45
1104,Male,67,28,41
1105,Male,50,19,50
1106,Male,56,25,46
1107,Female,45,28,51
1108,Female,43,29,46
1109,Male,67,25,56
1110,Male,75,28,55
1111,Male,34,29,52
1112,Female,67,30,59
1113,Female,56,33,51
1114,Male,65,34,59
1115,Female,76,30,50
1116,Female,56,33,48
1117,Male,54,34,59
1118,Female,32,30,47
1119,Female,34,33,55
1120,Male,45,34,42
1121,Male,43,37,49
1122,Male,56,38,56
1123,Male,32,39,47
1124,Male,23,37,54
1125,Male,45,38,53
1126,Female,43,39,48
1127,Female,67,37,52
1128,Male,43,38,42
1129,Female,68,39,51
1130,Female,89,40,55
1131,Male,65,42,41
1132,Male,43,43,44
1133,Female,54,40,57
1134,Female,76,42,46
1135,Male,45,43,58
1136,Female,34,40,55
1137,Female,55,42,60
1138,Male,54,43,46
1139,Male,76,44,55
1140,Male,54,46,41
1141,Female,76,47,49
1142,Female,54,44,40
1143,Male,43,46,42
1144,Male,56,47,52
1145,Male,54,44,47
1146,Female,23,46,50
1147,Female,43,47,42
1148,Male,54,48,49
1149,Female,50,49,41
1150,Female,27,50,48
1151,Male,38,48,59
1152,Female,40,49,55
1153,Female,39,50,56
1154,Male,23,48,42
1155,Male,31,49,50
1156,Male,43,50,46
1157,Male,40,54,43
1158,Male,59,57,48
1159,Male,38,58,52
1160,Female,47,54,54
1161,Female,39,57,42
1162,Male,25,58,46
1163,Female,31,54,48
1164,Female,20,57,50
1165,Male,29,58,43
1166,Male,44,59,59
1167,Female,32,60,43
1168,Female,19,61,57
1169,Male,35,59,56
1170,Female,57,60,40
1171,Female,32,61,58
1172,Male,28,59,91
1173,Male,32,60,29
1174,Male,25,61,77
1175,Female,28,62,35
1176,Female,48,63,95
1177,Male,32,64,11
1178,Male,34,62,75
1179,Male,34,63,9
1180,Female,43,64,75
1181,Female,39,62,34
1182,Male,44,63,71
1183,Female,38,64,5
1184,Female,47,65,88
1185,Male,27,67,7
1186,Female,37,69,73
1187,Female,30,65,10
1188,Male,34,67,72
1189,Male,30,69,5
1190,Male,56,65,93
1191,Male,29,57,40
1192,Male,19,67,87
1193,Male,31,69,12
1194,Female,50,70,97
1195,Female,36,71,36
1196,Male,42,69,74
1197,Female,33,70,22
1198,Female,36,71,90
1199,Male,32,69,17
1200,Male,40,70,88
1201,Female,28,71,20
1202,Female,36,72,76
1203,Male,36,73,16
1204,Female,52,74,89
1205,Female,30,72,1
1206,Male,58,73,78
1207,Male,27,74,1
1208,Male,59,72,73
1209,Female,35,73,35
1210,Female,37,74,83
1211,Male,32,75,5
1212,Male,46,76,93
1213,Male,29,77,26
1214,Female,41,75,75
1215,Female,30,76,20
1216,Male,54,77,95
1217,Female,28,75,27
1218,Female,41,76,63
1219,Male,36,77,13
1220,Female,34,78,75
1221,Female,32,79,10
1222,Male,33,81,92
1223,Male,38,78,13
1224,Male,47,79,86
1225,Male,35,81,15
1226,Male,45,78,69
1227,Male,32,79,14
1228,Female,32,81,90
1229,Female,30,85,32
1230,Male,32,87,86
1231,Female,45,88,15
1232,Female,34,85,88
1233,Male,44,87,39
1234,Male,23,88,97
1235,Female,23,85,24
1236,Female,24,87,68
1237,Male,67,88,17
1238,Female,34,93,85
1239,Female,67,97,23
1240,Male,67,98,69
1241,Male,58,93,8
1242,Male,55,97,91
1243,Female,45,98,16
1244,Female,34,93,79
